columna1,columna2
26.483570765056164,29.308678494144075
27.23844269050346,37.61514928204013
22.829233126383322,28.8293152152541
31.896064077536955,33.837173645764544
21.65262807032524,32.712800217929825
21.682911535937688,27.671351232148716
25.20981135783017,20.43359877671101
15.375410837434837,27.188562353795135
18.93584439832788,31.571236662976368
19.459879622393945,22.938481493323543
31.32824384460777,28.871118497567323
24.33764102343962,22.87625906893272
21.278086377374088,30.55461294854933
18.245032112888488,31.87849009172836
20.996806550405974,28.541531251033618
20.991466938853016,39.26139092254469
23.93251387631033,24.711445355220498
28.112724560515943,23.895781750144888
25.044317975023777,20.201649380601122
17.359069755507846,30.984306179345616
27.692332899977053,30.85684140594985
23.421758588058797,28.494481522053555
16.607390048162863,26.400778958026457
21.696806145201062,35.285611131094576
25.71809144784231,21.18479922318633
25.620419846973974,28.074588597918417
20.615389998470206,33.058381444204336
29.154997612479754,34.65640059558099
19.803912383886807,28.453938120743928
25.65631715701782,34.877725635611796
21.60412881077355,29.071705116680914
18.46832512996986,24.018966879596647
28.062629111970992,36.78120014285412
23.63994939209833,35.01766448946012
25.80818012523817,26.77440122697438
25.80697802754207,37.690182832329846
23.820869804450243,37.82321827907003
10.901274479551278,34.10951252187612
24.435235341190857,28.504963247670663
24.45880388267751,20.062155426995538
22.90164056081244,31.78556285755873
31.38947022370758,27.40864890863176
19.95753198553406,27.491214782077318
28.57701058851037,31.643755548298422
21.351198981164806,32.56633716556678
24.4853877467402,34.84322495266444
20.489734530613237,28.361689267011158
22.039459234339212,22.682425259339407
25.48060138532288,31.305276360899448
24.025567283212304,28.827064333124266
16.92314628974793,27.896773386173205
22.286427417366152,25.988613653891903
23.193571441669953,32.02025428407269
33.43092950605265,30.872889064159196
25.28775195361382,29.627770421169163
14.406143923504793,29.867430622753915
24.301151049705133,42.316210562426434
23.038195176094387,31.507736711668063
23.826441151473784,24.15660981190234
29.714114072575104,33.75966516343387
27.955159735215233,25.453062726026303
31.013971554680495,22.990744686038596
26.934285469001352,40.952278129049894
19.04731837434656,27.16851135198614
24.498256825438204,27.482621729419005
16.246682844669337,30.342814874030136
18.688481431369475,32.36796215317591
19.402878828830985,37.7496720250877
20.083733538318814,28.38969241897162
28.067586086848348,23.845678417830225
25.137299673020646,36.53571377141214
15.962583827193862,30.92316929266152
25.299413971242117,33.909114358886555
17.81524644560959,23.397716934578618
26.60970782808449,31.48492336616593
25.252464251729382,31.732241047484877
20.599876392107547,31.161268485805017
25.465362366493405,26.42824290986816
33.328872555723784,32.36916460455894
